id,name,street_name,street_number,zip_code,long,lat,opening_hours,is_building,feature_vector,source
54,Altes Museum mit Antikensammlung - Museumsinsel,Am Lustgarten,,10178,13.4003,52.519,,t,,odb
56,"Bodemuseum mit Skulpturensammlung, Museum für Byzantinische Kunst und Münzkabinett - Museumsinsel",Am Kupfergruben,,10117,13.38475,52.51551,,t,,odb
57,"Neues Museum mit Ägyptisches Museum, Museum für Vor- und Frühgeschichte - Museumsinsel",Bodestraße,1-3,10178,13.398829999999998,52.5194,,t,,odb
58,"Pergamonmuseum mit Antikensammlung, Museum für Islamische Kunst, Vorderasiatischem Museum, Münzkabinett - Musuemsinsel",Bodestraße,1-3,10178,13.398829999999998,52.5194,,t,,odb
59,Friedrichswerdersche Kirche - Museumsinsel,Werderscher Markt,,10117,13.39804,52.515440000000005,,t,,odb
60,Hamburger Bahnhof - Tiergarten,Invalidenstraße,50-51,10557,13.37149,52.528180000000006,,t,,odb
194,Sportplatz Aroser Allee,,,,13.3529771,52.5724353,,f,,osm:way(24951731)
2,Volksbühne,Rosa-Luxemburg-Platz,,10178,13.4123889,52.52725,,t,"[-0.07746360173315965,-0.1555850114622375,-1.624403144117996,-0.12760228628743842,0.9539833741452519,-0.8321357045053901,-0.47147590316842725,-0.8895976438865022,1.3954962012827143,-0.43072651352341274,2.0760405028326936,1.8040372576982624,1.0348308617387314,1.157465023103981,1.394324797963781,0.9085363552097308,1.2829888764735133,1.5934987513634917,0.22635639497853133,-0.2534319202183496,-0.7427408989739336,13.628677528517118,0.3143196669713385,-0.7797933068831197,0.19030975546696396,1.9943976061304671,0.2652826593115345,-1.9032680891728264,-0.26532476443196107,1.4245770551788546,-0.2984941681054114,0.3179326129746601,-1.6581106488831834,-2.6103670270477313,-1.575777740699569,0.5414694627848256,-2.6135373827546062,-1.4540044396337437,1.4398659892486168,-1.842160122903305,-1.2837611051616162,-0.1095426101874668,-0.8736461888356747,-0.6565294361079641,0.3910791499158456,-0.04531164612887292,2.350768871590393,-0.36366537519737824,1.056595580060335,-0.16311185144469464,0.5129076173756268,2.054359036674861,-0.4841908082201868,0.9974246858984575,-0.12187010850488453,0.8988299275822954,1.4908358712005938,1.6850039703036241,-0.21026262375240268,-0.10643889263714926,-0.005415920683408855,0.22806921635223448,-1.375324096734357,-0.24936667114701022,-1.3059744050657098,0.4306323834208705,-1.721147410642631,1.4733964987498809,0.9752778296381598,0.18246310212553393,-0.14100382025630107,-1.4980806295818887,1.526003567857399,1.621901874870955,-0.6990987142128267,1.0849248020125315,-1.1788721150930335,-0.3251024075228446,-1.1206938780889062,-1.7219456539814313,1.6052253536550383,-0.5495221254758857,-0.15664390069868225,0.11579803544848605,-0.6623962809810506,-0.14143313639693722,-0.4208323371826822,-0.6533850579099713,5.128912537238071,-2.3981227820912063,0.25972499263494564,-0.18902519214053123,-0.08349534989121464,-0.4561428992650443,-2.0202387553664134,1.3171270492047467,-1.086825733540815,-1.1881752670699586,0.9502243987886477,-0.07489969450442722,-0.033957685677227734,1.4407824621948009,0.2689755924652771,0.14764289344453452,-0.45732368505774457,-1.5995208531808827,-0.18186473413775905,4.339320827186417,-1.1425051676611675,0.7766668253518646,0.6441773202316492,-1.3586638923822874,-0.03134741802540603,-1.1613463515089715,-0.37674048724742376,0.1478685252237911,-0.5593595691947877,0.314265826740857,-0.14219938694145445,-0.11414165270861196,-0.5271048672134316,0.8424041230574331,0.5602206047139782,-0.12720050779441125,0.9112770089153438,-2.1923320211698623,0.4969284633157518,0.8153693112839413,0.07553485941303888,-2.1843947670902772,1.154663718482831,-0.9979503290732169,2.2072763315765003,-0.6486272292204949,0.941670520611857,0.8792482550022956,-0.6001950053464433,-0.07388715178624763,-1.7624750045996818,0.6045831646234563,-0.3875147187335916,-0.5007244827878442,-0.9356646600117943,-1.3082782043671448,4.248843355051569,0.8241311860517626,0.7320133702802577,-1.5832772345644133,-0.026691423637934794,0.9746904965955053,1.1900164021736859,-0.22364000412021479,0.4078826778949173,-1.2330265420230717,2.9670408348933877,-1.164588184373631,-0.9367788817220095,0.034051746907560826,-0.4017654181209836,-0.7236520122160155,-0.5286239259058809,-0.8424993868378997,-1.8161675504649317,-0.21373156075174818,-0.7114671947278891,-1.8538091935877306,-1.166333578747191,-1.8144125732235663,-0.007770670603217445,3.9878662577387143,-1.138225139156911,-1.2315592888945126,-0.22712234237045223,-0.7985877952305865,1.7879004784583648,0.6484397589366223,-1.8866243438957622,-1.4784603636794649,1.0284820144368603,0.605951679481121,4.389739538163115,-0.5051419734989626,-0.4278952446493006,-1.2102695509135866,0.06029011179076319,-0.1461053866409323,-0.2955237447161815,1.2839453474057716,0.14223215682653773,0.8770645429944584,-0.27289792847811417,-0.11014771796049677,-1.1694048657676588,-0.47337877548625007,1.6664703874795674,-0.36880099528507515,-0.2955937464215254,0.3767620356907944,0.9246566023831536,-0.07526208626439373]",odb
3,Maxim Gorki Theater,Am Festungsgraben,2,10117,13.3956111,52.519,,t,"[0.5452620949346547,1.1147459156476613,-0.43354924524076394,-0.568933644186882,0.14541038568310707,-1.6914415135189254,-0.9420878869437171,-0.5241821904504876,0.4909630643332189,0.15243661175726536,1.3718065813759641,0.9320858107012261,0.5820115893314202,-0.14893208545070102,1.393616691011108,1.0525096661450706,0.814270171204322,1.1161909012725577,-0.4636091176160327,-0.4132485448801996,0.27306171329665013,9.960974519741137,0.2571930161849246,-0.8506054998485374,0.6058495113905403,1.2822400207205302,1.2937807797524932,-1.2714560351451385,-1.3796302441217019,1.078962060334509,-0.944758466837532,0.1841721891689977,-1.1504529957925698,-2.0482743415561293,-0.5602761551650123,0.8299228639027878,-1.9207792362652276,-1.0862684972437446,0.574606072932016,-1.0154553165293236,-1.017719135002237,-0.6473689375843674,-0.3545161612429207,-0.9369107346763186,0.11887673584585158,0.1480861545807953,2.0677925443392406,0.005637797112287256,1.2382983766956872,0.6532507243614537,0.22656915027182237,1.5996988035042046,-0.520482579617905,0.5780713748539685,0.28701731595271973,-0.011098051353332288,0.6823976100290622,1.3024348891548754,-0.5985049217653429,0.45966418336791903,-0.6450268167787471,0.6344132283144344,-0.9901534600540318,-0.0612241180191548,-0.28884639932021683,0.2010938531074338,-1.0641194794707383,0.24465406118775712,0.741194834476527,0.41191669352777033,-0.04907493404203358,-1.0807701535724976,0.40566087566487785,0.3345880799740599,-0.7488100180471052,0.42971767727183885,-0.6473082525091294,0.06039003042758971,-0.41977864945898513,-1.1262782105076077,0.8717252199407554,-0.5296604342039476,-0.6603366292669169,-0.01391470337652094,-0.3312140355258449,0.6779800361820312,-0.22786947656690354,0.07537256659042005,3.7821618087894247,-1.7822988240499398,-0.4497535154875053,0.1443759088719236,0.9295164371025575,-0.4153222449749447,-0.5271024522587074,-0.17186499684091774,0.007552109253514096,0.08045738762681867,0.6736550603726282,-0.3831627256627022,0.3250610209209073,0.6477447409184315,-0.608059459941491,-0.5113752750801329,0.3719348296456975,-1.6040027636219938,0.2894014025619879,2.3509262991694695,-0.9962423195226447,1.354400348292588,-0.0530100326270468,-1.260065527202067,0.1951546937064577,-1.0457893927385162,-0.8332618008567554,0.26441190647788854,-0.1314205116808199,0.33854402365920633,-0.23717715005776585,0.06338633332281964,-0.4524460015502602,0.7063371901820358,-0.2683611556941504,-0.7691398729962688,1.296824149078278,-0.6905064148350125,0.0031941544172410363,-0.8896968246786554,-0.6085013325533449,-1.3549854043991867,-0.15563950897452736,-0.08069688914979717,1.369222144394741,-0.22925562237189884,-0.3831681069996057,0.9287262400635772,-0.5293629998574998,-0.1531083575496775,-0.9388155695484981,1.045564073145127,-0.09370416432631129,-0.20694298494871116,-0.46329168019675016,-0.5027316781970014,3.0261390432274644,0.31845893987350143,0.41576040474050313,-1.545202963761464,-0.5114455991533348,0.726445481222103,1.3326785875722715,-0.2885176704397232,-0.05042818352299478,-0.826232162096266,2.242670368576191,-0.356649801392861,-0.4786969614965034,-0.3326301074593674,-0.7791821278077826,-0.1508786860851149,-0.12529542308796474,-0.2214032757318202,0.034560006619784076,-0.20449295295879588,-0.2191326325825006,-0.9857012600337262,-1.2869406587570729,-0.5867127477225054,-1.0813112770980238,1.6299306924995045,-0.8669151878077634,-1.219653436555209,0.1559399128698039,-0.711633087297185,0.6528871326926716,1.0049098316017373,-1.5708923228524323,-0.5450306870464557,0.9706407482307505,0.9930566561351277,3.434716565931618,-1.0007643127565606,-0.7269529709306346,-0.9170793386136277,0.2652752231933496,0.4607578236216613,0.30787916823319345,0.7492434906476803,-0.4362230801291129,1.1815588653190745,-0.046529343720539164,-0.0320766351372734,-1.1677341016413831,-0.43756774433636614,0.7108142470985312,-0.5088996165685457,0.08239218779306118,0.020084183704569394,1.1604557376948368,0.6452279847964275]",odb;osm:node(895507273);osm:node(1457124704)
4,Berliner Ensemble,Bertolt-Brecht-Platz,1,10117,13.386416699999998,52.5220556,,t,"[0.5967550704881012,0.46343522230334266,-0.9438315664922688,-1.7903620937158526,1.1688915188493356,-1.238405013792062,-1.4460445117201983,-0.9039581948691615,2.2646938575490263,-0.5168108346705493,3.754729982113272,1.3406647681852812,1.3995458791689146,0.44964397146782026,1.9294029207104113,-0.02870588028600244,2.2230277045254683,1.1920232946371583,0.3851158339466118,-0.06394177917550967,0.18186420778498508,14.46043388206814,1.4237194811335738,-2.656646266773931,0.6462901412717719,1.6348201134899198,0.38497066808436975,-2.08248284335129,-0.3551601009004941,0.903988549090637,0.13488949649626375,0.42955484763947954,-1.6282123008753382,-3.1941800814232963,-2.239016747592242,0.6045297954406953,-2.992927620450715,-1.775100179477053,1.1252735552398099,-3.2907650593643236,-1.4867576688981896,-1.0963896051764173,-1.1410282741816127,-0.43253339052912737,-0.08304654018167432,-0.05519457218958063,1.7584832154272976,0.7493047626508175,1.0402087672887812,0.26208653958899486,0.7334452042067582,2.7394881860392077,-1.8196609880891559,1.473127316779423,0.3430800983213986,0.4999391876512858,1.4679113146192129,2.123000047404233,-0.29929211246154186,-0.46375833578438747,0.914240562442795,-0.05507119324887304,-2.4015205922455083,0.12178795235788276,-1.4962594413649142,1.0142076643984363,-0.5241981011721593,2.343491904503655,1.0368719883177466,0.8367494213449526,0.6730427351720376,-1.6315862932316645,2.0853019954859904,2.2261215292730587,-0.26962992182600676,0.3127688712736775,-1.6124631555512412,-1.1570332979186675,-1.3488158450730554,-1.7938995394900719,1.9478581951145952,-0.09648133361339603,-0.354653326791498,-0.6644954342688113,-1.5330393605503954,0.2882687918136855,-0.845981787543365,-1.1866324891806992,5.2675268979075325,-3.562479815458215,0.9192569300410418,-0.9798734108428903,0.8819382356841363,0.02356896365432602,-1.7510575392909904,1.2157751659804146,-0.8634901884442313,-1.4708557598793828,1.7357468974703139,-0.657452456792166,-0.32055520732840725,1.488887029241522,0.7382818372781104,1.2720325313951844,-0.9594469504970189,-2.275739655518405,-0.889440301891807,5.135739420439025,-1.5588978906785047,-0.5380952633564684,0.5004535734637037,-1.1729260863397177,-0.23003911718733136,-2.190101156463694,-0.9420858142683042,0.7560901832764749,-0.6943522551007323,0.7441343069154585,0.7695373315654568,-0.31890880482116046,-0.35994801973435925,0.7972254070745297,1.2527526759249168,0.49248187333711596,2.2830714380707446,-2.5675930403899447,0.5122271807264249,1.2341465555318119,0.44142524890640356,-3.0319575420399825,0.6259232993578885,-1.2318542742183203,1.8658044292087932,-0.11554292325085874,0.9115412394195772,1.2646604620998652,-0.1695549895419066,-0.6923769397740334,-2.034226361914776,0.09896126260498529,-1.0456959366991283,-0.24926402447054347,-0.06403791767847351,-0.8884992277722001,7.316696535568243,0.8617282428860028,2.1471047858250514,-2.929388620537849,-0.45917222608625224,1.1630198088492365,1.4814599964642399,-0.6973784613365857,0.03404464397598225,-0.7987436549808232,2.849249145023578,-1.1109738213341693,-1.143567761989989,0.16102106964851381,0.556963211897794,1.003024672969558,-0.6128968731737459,-0.7712601538706164,-1.0797413128087676,-1.644372018143634,-0.8214772724458352,-2.3146067779493507,-1.713840007095091,-1.2782500932906344,0.59284120638352,3.413460027454023,-1.3529857774674259,-0.9077729980322835,0.7560819483803631,-0.10917783346963364,0.3218699957482945,0.22336790200019735,-3.434204606276227,-0.997832428939195,0.9390401325480898,1.6518055190700438,5.435571693495201,-2.014317004073678,0.1465051609255239,-0.46985392896332284,-1.456395118686208,-1.9770719279117372,-0.0600984503308096,1.9221366493305378,-0.19126490245644343,0.738598209573443,-0.8345935210086114,0.4114745955970087,-2.8852395089459018,-0.3545277729443268,2.0024677004607283,-0.8280950489161466,-0.23835310354337927,1.1025978196501194,2.03982183094381,0.322458437547823]",odb
7,Renaissance Theater,Knesebeckstraße,100,10623,13.324083300000002,52.510305599999995,,t,"[2.9769725568329757,1.399864997494007,-1.9989970010565545,-2.83940386118303,1.104899672646152,-1.1440076091301683,-3.1613507958457325,0.5562469433409805,1.1579169510588616,-0.9226955323488395,3.7694829057002615,1.531582671826407,0.2795498434580362,-1.3306157891600574,3.8503363906728407,-0.6601072538307962,0.9028868565434608,3.669185328699187,0.2558645164254015,-1.6311210517691803,2.3814589359030034,31.24152161822743,0.8690407997271252,-0.8346014400525379,1.1285653403475953,0.8916277598777752,-0.6851740364264943,-0.37773411952853203,0.4584222431490619,0.2692724323344911,0.4614655587901748,-0.03681933650016342,-0.4208507800194332,-1.7312161273758166,-1.6267821277747934,-1.952976189866574,-5.857251328784179,-3.392373047742753,2.315502968707672,-2.9793836184105515,-2.531823473701627,-3.767679734011509,-0.39556277272712365,2.011826663992264,-1.440702948388318,0.19559748081792613,4.657590738208134,1.2465171665938612,1.5719042471362026,1.503384307067995,-1.078567469132052,3.353427490958957,-2.1624914157878514,4.004422426737996,2.556177369364262,-0.3763764822491317,1.294459150152388,3.1437720877130078,-0.18087889068750626,-0.8606293751134576,-0.9331397766316937,-0.07685238572492979,-4.5687721649486335,-1.1097134947409584,-1.2578356550651002,1.0733827273030134,-1.218756514928403,4.12717288790327,1.5150160916533237,1.2556766456456845,3.5852681689451704,-2.141690737167711,1.338706443676029,3.8447312838184446,-0.7550168351031281,0.6981218551174884,-2.156698599878075,-2.5141705828918464,-0.6025848046338277,-2.5962795970054646,2.4230135466276232,-0.354708193609208,-2.8979036402380562,1.7600239296291171,2.239231715789567,0.4214995132790742,-2.6849431496413954,-2.174276925102087,9.510362337715163,-6.429983087694679,1.0034694712951093,2.6728092446499527,2.525599750129002,0.2872120122869616,-1.6677006870991584,0.5993711314839217,-0.14630490450206277,-1.5872391826898036,-0.9738215609688405,-0.35623247762136806,0.9123130707688809,2.1366916226590034,0.4983939164299411,1.5554768753409605,0.6698489984860784,-3.4290090385168304,-2.0803559033967454,10.529764211650988,-2.568816644499662,0.634055782784894,0.8190373696941121,-2.860556762962785,-1.4013439673142862,-1.5319217203733206,-1.6281641450748316,-1.1761218734885752,-2.2273315171603434,0.5923972045448251,-1.0587605665435917,-1.5472269333343922,-1.0376527221629834,2.712849949275617,1.2851791541922744,1.2565220075348909,2.6608853461325452,-4.466426651547142,-0.05269251455103058,2.4089037808619587,2.637327805936564,-3.5044913307744476,0.35370925691423616,-0.5182143460451314,4.460715744840206,0.00396626206592921,0.6658843912124552,1.1561624932016872,-0.3445369346081998,-2.0904977063112082,-2.1877575464228545,-0.1792421463751146,-0.5903176098126237,0.5640094941528649,0.45288883413709186,-3.4088206001579535,12.843462588118625,-0.6819923673192716,1.1856648376696746,-4.241319854114798,-1.7616922721197883,1.2639716002689565,1.5182504352508217,-0.5556363632405413,-1.704020427079893,-1.5793842688182478,2.4647609892066082,-3.6485871421914866,-2.3604694427474215,1.0170025064920083,0.212058198924174,-0.36529403117721937,1.8058271654373863,0.3647832277311719,0.045178039010783225,-0.8385904689977575,-0.17089576490179054,-0.6901846741499192,-2.909267560925364,-2.5702549184723087,-2.394704535816589,6.774215358343475,-2.8869835558126313,0.008470218675534755,1.1741580992136074,0.9269261115205975,1.1650579673203505,0.8888325721498979,-2.711119695133542,-1.0361939120939507,1.4581957813546949,1.0617024079703614,12.08730770501572,-1.0345425444609495,-2.877345162488104,-0.26553147020609763,-2.2730088832604864,-1.1352122123211672,0.17840302848508732,1.0125257542366162,-0.4607276026115174,2.1728602297263255,-1.3127242136836783,0.8687950565808648,-1.5739736922955665,-0.8192934083414951,4.08974682408421,-1.9300238232330122,-0.5966739219170022,2.442699986942113,2.9347273225199872,2.163448876129462]",odb;osm:node(619119805)
9,Grips Theater,Altonaer Str.,22,10557,13.3424167,52.5184444,,t,"[0.785345255414851,0.4084311916616689,-1.747055301329609,-1.6483141002697854,0.5123803495980037,-0.27481898338734617,-2.0169182389359923,-0.11176194989450514,1.4991028786169323,0.8457621077237282,1.9556683119937186,2.825924189612986,0.4430252090648813,1.1216317135394276,2.6762177632077404,0.08379504379200223,1.4570933833549025,2.2124433249915505,-0.5888243025494708,-0.11767738090640975,1.8431585178941547,24.047350219334177,0.9529100157407803,-1.732240887196714,0.8778213231157033,0.69109105303378,1.3454675950624126,-1.4451802192780037,-0.9688902324254787,1.019820044823734,-0.03027562216505609,-0.48814426188372584,-0.9248187526003941,-1.9672026076164242,-1.3278571623864333,-0.23019961379923273,-4.487276568248524,-2.3979614666393694,0.8822057212665195,-2.470823177489773,-1.81086071062182,-0.7497149015633326,-1.6823275269515683,0.7860490776437693,-0.5763255891823075,-0.3822725068023443,3.0529949967234744,0.24410703438732273,1.8388397226414737,0.45641147370459345,0.2944935063038083,1.9160375002888423,-1.58155036280953,1.560448868888462,0.4550695844075556,-0.13893316926110147,0.5817883050334975,2.1846848804054044,-0.13707700379642077,0.6111156531579184,-0.30256592442372726,0.09199038954525035,-2.9531726327961105,1.1593148549736503,-0.8288465276152125,0.9346040402695889,-0.8282551491431662,2.694548243031128,1.5383198827977538,0.38525347038314484,2.022865231632481,-1.8138772848229452,0.498424149120309,2.4773582633291364,-1.3864818616219998,1.3299995410754366,-2.065659861363457,-0.498499810905533,-0.6521943354340383,-1.9906089956923783,1.521643768030043,-0.3076622803318481,-1.5173659173842022,-0.03434315448564297,-0.35491147371017173,0.2592437984772041,-1.671751214910777,-1.4454512719173433,6.682015905954861,-4.3107248098260875,1.00485515330743,0.2804505766776354,2.0799506531063874,0.024754175713778078,-1.9254672440013654,0.23068290662864163,-2.006630651722392,-1.1665269785614092,1.581248959037057,-0.8197769027886045,0.39074031073520504,1.8063454521091784,0.07155026207199641,0.7712605476347796,-0.5155091221442836,-2.5214178835474996,-1.2442341090669973,8.17912295033661,-1.6685384714942146,-0.40260317119162015,0.6379315420745054,-1.8332187292487874,-0.5810299357850712,-1.020021891981781,-0.7625949148953989,0.37468028048921226,-0.41859495024533316,1.8668801400522101,-1.1755466390137213,-0.8588210999381435,-0.11023256709304838,1.5292089382331828,1.014301210282462,-0.1731943270418089,1.7806682438768977,-3.3391967570235535,1.8998378576275836,1.451948288893601,1.7643339681317323,-2.1504533199124,0.07244409319884595,-0.7068953887667084,3.26595426956963,-0.15550459614296658,1.068912004133001,1.476550649147939,-0.3254367134747734,-0.7901495009130994,-3.363892774605614,0.3484616294960647,-0.48217465566342893,-0.718288813935172,0.7225874610950714,-0.9669134336729193,10.500141276772544,-0.2427736329482994,1.2617691841820007,-3.595789608004073,-0.8129649209472583,1.311828137278623,1.3542714631048545,1.0525388376067846,-1.2071080621786676,-1.0957130243507218,2.104069046348163,-1.3563090628121222,-1.5360270700246614,0.520263134677761,-0.42791434812962226,-1.8144823502935326,-0.3780370120515433,-0.805965934647225,-1.610609370357948,-0.7087068630359655,-0.12448904742532316,-1.6957765938381482,-1.9650583586235053,-0.9609896573904981,-1.4303819876098394,4.923581398831548,-1.7476803829368255,-0.7510695919635378,1.5162200165620452,-0.10138527367254113,1.1079866436583548,0.4685302621127036,-3.8656641563577736,-2.2151625139929916,1.1538663584211226,0.5443941467846743,8.992738829609472,-0.5841958445417152,-0.6958251096827318,-0.3582859377448856,-1.4939136721604211,-1.3946866148229762,0.38040779481646747,0.7405349578746075,0.38406553316057807,0.6142831035269388,-1.4877814566878145,0.17222047721941147,-1.6616027954546837,0.974603755963363,2.196211323843058,-0.5300988929841065,0.24190700978082474,1.0193143019247959,-0.19730366262346594,1.7241940320812892]",odb
13,Rimini Protokoll,Tempelhofer Ufer,10,10963,13.3858611,52.497472200000004,,t,"[-0.28097485174941395,0.041068893686777685,-0.193578700349392,0.8890145543869237,1.060255360546434,-0.2537265122555461,0.8298189724225729,-0.9137684606571311,1.3570203516854635,-0.4450220474925904,0.9395704234326785,1.3292850172438948,0.4499358891563551,0.46475782873729254,0.3301217406808853,0.19586338881547152,0.9774090994856957,0.2235800457201615,-0.10364018676739448,0.0528960753394293,-0.03776195024785606,2.11926961726713,0.03673043424961032,-0.40927125513866414,-0.1802984294056577,0.43504699987790874,0.06448976965373666,-0.7207298060523285,1.0434729087063541,0.46046745308330933,0.20762749192556662,0.6796843581716447,-0.9550054103320907,-0.6543737054180676,0.15646226189356713,0.430732572689826,-0.26802444186866825,-0.5698243728951369,0.38434272629668537,-0.6595699167886919,-0.3553599614117047,0.37266078779074435,-0.6438024817956386,-0.2118689831629672,0.45166937501386056,-0.5021406899111296,0.10947438060654377,-0.194341342314113,0.43754493619401397,-1.078548606185518,-0.07878124265848292,0.41113375343789965,-0.1990841121729832,-0.1110814900921432,-1.2192612109916052,0.28433374882714324,0.8461575242123612,1.3738946756410853,-0.00580626057179047,-0.48135199233029513,0.6172007327986739,-0.4581951202745287,0.3173035235136028,0.3860065190338789,-1.3917413007355706,0.10625916308112662,-0.386010558449755,-0.23208600517550756,0.5023995652136266,0.12537112203714293,-0.9493642509725242,-0.719181230692942,-0.24080189500511728,0.3250459332564219,0.4161404947270692,-0.6849351151772035,-0.04136531055294184,1.0925240442035151,-0.5060411989382139,-0.3129079297429347,0.21532613026676742,0.0767537641804766,1.0730096886896607,-0.5259628829720816,-1.33388197412738,-0.11368705081408553,-0.8167693370819193,0.49664617307846987,0.5037083487037096,-0.2826484169641716,0.695192352299863,-1.247428487881921,0.06241860070811196,0.05632531129387934,-0.46307802037094353,0.6013800669785757,-0.3881660938760329,-0.5806852833765467,0.7809870774816619,0.2856898829001232,-0.3899469020510379,1.4860815458054866,0.2941443075092377,0.797753205279652,-0.6532725409194349,-1.2133259663235147,0.3172089727371031,0.5385231305774515,-0.4983998967776677,1.0106783577067158,0.4211362383925003,0.27135771634887657,0.5297495002930879,-1.074961105973053,-0.28623381132639325,1.0636361952592135,0.28388361919047544,0.6122371399766243,0.16643737028605188,-0.1433126418171718,-0.4367348400967612,1.092024972336212,-0.2682628124346705,-0.5129748309229354,-0.3506269255947642,0.306566319405125,0.5036394795439842,-0.4727445106539661,-0.37620448232390263,-1.0645688287623774,0.29356651452196353,-0.6470596468112716,0.5185179350691768,-0.36165850820387613,1.1106928094642303,0.7401276896457529,-0.8752397763216864,0.5707941440300065,-0.007835673936540409,0.8165213228327615,-0.08184180609500614,-0.8066648216545497,0.06271259307226174,-0.5082778341266555,0.10890142020472275,0.7245516860365847,0.718740415167126,0.09603264336011162,0.37252579220722337,0.4051771572414685,0.8156041152609854,0.07819660070247174,-0.19787915359280084,-0.12360865663599477,1.1215002232208595,0.02541220469046663,0.2693159220061939,-0.5085233735908621,0.23745467253310193,0.6870657792464945,-1.047225400499341,-0.7025613681145084,-0.7366630181990265,-0.8600022924658579,-0.6190569014674733,-1.0093840481388283,-0.3899936866395448,0.10204887581440367,0.9785914436852456,0.8365127176333167,-0.7400829628662162,-0.5430144245944148,0.6507208894526824,-0.913429417882372,0.8978748286175908,-0.35539727202777927,-2.3014136871133823,-0.31421778960326885,0.627248440016837,0.052277323313056796,0.7854157830842488,-0.18556097370537833,0.17298046580543502,0.1700690765162974,0.005344782678416616,-0.9316878251503388,0.228149164461504,0.6084323373123135,-0.03641879992026827,0.30711387635933785,0.884163883256874,0.6012668530559236,-0.7699398356037128,0.3934722253781922,-0.02099543315223855,-0.03450184580010296,-0.1117400430715875,0.48833066699421207,0.2102958760788352,-0.15644154251275794]",odb
